run_dir,experiment_name,family,dataset,n_samples,k,generation_seed,seed_dataset,fc_enabled,fc_lower_percentile,fc_upper_percentile,question_id,question,gold_answer,majority_answer,eigenscore,correctness_score,is_correct,unique_generations,clip_fraction
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_6246,Which duo created the “Dagenham dialogues”?,,"The ""Dagenham Dialogues"" were created by Alan Bleasdale.",-0.1439635892315559,,False,15,0.006630892933848797
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_6276,Sanskrit is an ancient language of which modern day country?,,India.,-6.178382956362721,,True,1,0.004682849702380952
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_633,Saloth Sar was the real name of which infamous dictator?,,Pol Pot.,-6.174002263491914,,True,1,0.005329241071428572
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_654,The characters Denisov and Dolokhov appear in which famous novel?,,War and Peace.,-5.6190217315326505,,True,2,0.006060044171940928
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_701,‘Hampsteads’ is Cockney rhyming slang for what?,,Heads.,-5.682861522880683,,False,2,0.006071623381193694
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_702,Who made the first telephone call to the Moon?,,No one has made a telephone call to the Moon.,-1.4647975564295066,,False,12,0.006402565533424908
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,dpql_831,Which islands were ceded to Britain by Spain in 1771?,,The Falkland Islands.,-5.182305935457249,,True,3,0.005662689821787149
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1039,Who famously raised wages to $5/day so that his workers could afford the product they were producing?,,Henry Ford.,-5.640355222799476,,True,2,0.005921557825854701
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1196,Who shot Greedo inside the cantina?,,Han Solo shot Greedo.,-3.7716250189817444,,True,6,0.0059318368293379
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1212,What occupation puts one at risk for black lung?,,Coal miners.,-5.657452936193335,,True,2,0.004404584099264706
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1240,Morays and congers are types of what?,,Eels.,-5.766884980477583,,True,2,0.005284687117034313
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1391,What are the only two types of mammal that can lay eggs?,,"Monotremes, specifically platypus and echidnas.",-0.9574503361330843,,True,14,0.007592002467105263
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1408,What country is the largest oil producer in Africa?,,Nigeria.,-6.176728158776223,,True,1,0.00404507506127451
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1414,"What type of natural disaster killed 173 people in Victoria, Australia in 2009?",,Bushfires.,-3.859451568883484,,True,6,0.00576489456300813
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1476,"""What movie featured the song """"Moon River""""?""",,"""Breakfast at Tiffany's.""",-3.3610432292932857,,True,8,0.006063660189636752
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1522,"""Who said """"we're more popular than Jesus now"""", in 1966?""",,The Beatles.,-1.339434732423473,,False,11,0.005717645423689139
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1655,What movie starred Michael Jordan?,,Space Jam.,-6.17614505949671,,True,1,0.0035552978515625
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1777,"Luke, who is your father?",,No one.,-1.190330617501019,,False,11,0.004970956777597403
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1805,What name is given to the supercontinent thought to exist 300 million years ago?,,Gondwana.,-4.7510426709114935,,False,4,0.006180826822916667
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1928,What brand name are Chuck Taylor sneakers sold under?,,Converse.,-6.179650533332643,,True,1,0.003958907781862745
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_1979,What is the Japanese word for Japan?,,Nippon.,-5.65758646219019,,True,2,0.003958479088930348
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2054,Which newspaper did Peter Parker work for?,,The Daily Bugle.,-6.175582724939534,,True,1,0.004562078737745098
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2243,Which record label recorded The Supremes and The Jackson 5?,,Motown Records.,-6.184985395603208,,True,1,0.006158140696347032
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2336,What agency protects the U.S. President?,,The Secret Service.,-5.724421390150281,,True,2,0.004603562127976191
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2516,What is the most popular ice cream flavor in America?,,Vanilla.,-5.63483275391301,,True,2,0.005449969951923077
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2571,Which type of animal represents the Republican Party?,,The elephant.,-4.630355298379088,,True,4,0.004146374458874459
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2655,"Who supposedly chopped down a cherry tree, but couldn't lie about it?",,Cinderella.,-0.5621594605391237,,False,13,0.007302024147727273
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2838,What did Cinderella's carriage turn into after midnight?,,A pumpkin.,-6.180768541404454,,True,1,0.005123414855072464
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_2883,What is the highest grossing movie of all time?,,Avengers: Endgame.,-6.179211606234112,,False,1,0.005126953125
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_321,What company bought Time Warner in 2001 - the biggest merger in U.S. history?,,AT&T acquired Time Warner in 2018.,-3.631606197453818,,False,6,0.008036595394736843
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3321,"Historically, what type of wood was used to make black piano keys?",,Ebony.,-5.667826972702452,,True,2,0.0054313151041666665
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_338,What group was led by Mullah Mohammad Omar?,,The Taliban.,-5.698474443862431,,True,2,0.004662260341183575
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3459,What is the word for a pile of rocks that marks a hiking trail?,,Blaze.,-5.706703211457037,,False,2,0.004934093179223744
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3703,What U.S. state was an independent country between 1836 and 1846?,,Texas.,-5.634788159965675,,True,2,0.0057158119658119655
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3718,What French region's capital city is Ajaccio?,,Ajaccio is the capital of Corsica.,-5.634801017174806,,True,2,0.006175258703399123
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3841,What facial hair style was made famous by American Civil War general Ambrose Burnside?,,"The ""sideburns.""",-1.6129917413474402,,True,11,0.008425377155172414
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_3850,Who is said to have gained enlightenment sitting under the Bodhi Tree?,,Buddha.,-5.144188338224643,,True,3,0.006393507050304878
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4108,What was Michael Jackson's signature dance move?,,The Moonwalk.,-5.680350680442369,,True,2,0.004814877717391305
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4277,My bologna has a first name. What is it?,,Oscar.,-5.118226952521551,,True,3,0.006410753781392694
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4336,What TV show takes place at the fictional Seattle Grace Hospital?,,Grey's Anatomy.,-6.188741930109572,,True,1,0.004827794894366197
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4355,"What stock index reached 5,000 in 2000 before collapsing nearly 80%?",,The Nasdaq Composite.,-4.106058932424941,,True,6,0.005710652669270833
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4364,"What Detroit-area stadium was sold in 2009 for just $583,000?",,The Pontiac Silverdome.,-3.4540537826519815,,True,6,0.007060167627427185
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4375,"In what park would you find Half Dome, a mecca for rock climbers?",,Yosemite National Park.,-6.181354196258443,,True,1,0.006167763157894737
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_4426,What city has a neighborhood called Little Havana?,,Miami.,-4.57371980576107,,True,4,0.005364901777626812
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_683,"What Biblical character built a temple, had 700 wives, and suggested cutting a baby in half?",,King Solomon.,-5.076035732522479,,True,3,0.0071490575396825394
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_745,"Lucrezia, Cesare, and Rodrigo were part of what papal family?",,The Borgia family.,-5.693587368831868,,True,2,0.007377063041125541
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_755,"""""""Torchwood"""" was a spin-off of what popular TV show?""",,Doctor Who.,-6.1803056946479416,,True,1,0.004463648687214612
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_783,"What island chain includes the islands of Fuerteventura, Lanzarote, and La Palma?",,The Canary Islands.,-6.176421816794552,,True,1,0.008572048611111112
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_791,What age came after the Bronze Age?,,The Iron Age.,-6.183916891173297,,True,1,0.0032260572139303483
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_942,Bohemia is a region of what country?,,The Czech Republic.,-5.082617757204428,,True,3,0.005194413034539474
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,jp_981,What city do Brummies come from?,,Birmingham.,-5.610248031431566,,True,2,0.0038335975241545893
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10008,Who was the first Roman Emperor to sport a beard?,,Augustus.,-2.9501583542198455,,False,8,0.005347924325980392
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_1002,Between 1959 and 1967 which city was the capital of Pakistan (Islamabad was being built)?,,Karachi.,-4.369544156125487,,False,5,0.005276062668010752
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10039,Which capital city is known as Beograd by its inhabitants?,,Belgrade.,-6.1814733534759085,,True,1,0.004775855654761905
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10051,Which car manufacturer produced models called ‘The Imp’ and ‘The Husky’?,,Vauxhall.,-1.6295080787517247,,False,10,0.007248211215614887
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10277,What is the US term for for an area of land of 160 acres(half a mile square)?,,A league.,-5.1493479711217365,,False,3,0.005745646158854167
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10351,What name is given to the contents of an estate were no Will has been left?,,Intestate.,-5.716506369455028,,True,2,0.005025442023026316
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_1043,What was the middle name of the character 'Albert Steptoe' from the t.v. series 'Steptoe and Son'?,,"The character's full name was Albert ""Alfie"" Steptoe.",-2.326263997056727,,False,10,0.008330620659722222
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10602,Where in the human body can you find the 'Olfactory Bulb'?,,The olfactory bulb is located in the forebrain.,-1.9509058125351995,,False,12,0.008157797099014336
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10672,"By population, which is the second biggest city in France?",,Lyon.,-6.184413357439176,,True,1,0.004129464285714286
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10682,Which Latin word is used for a recess in a church wall containing a basin for washing holy vessels?,,Sacristy.,-2.735195115677313,,False,8,0.006819460519547325
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_10842,Which British city is served by Eastleigh airport?,,Southampton.,-3.5601054009748716,,True,6,0.005181468059738956
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_11128,"'The Playboy Riots' occurred during and following the opening in 1907 of 'The Playboy Of The Western World' by J.M. Synge, at which Dublin theatre?",,The Abbey Theatre.,-5.695884847535339,,True,2,0.008781499894781145
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_11589,"Which American state shares borders with Michigan, Indiana, Kentucky, West Virginia and Pennsylvania?",,Ohio.,-6.18682409669147,,True,1,0.004794833896396396
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_11867,Who was the Romanian gymnast who scored the first ever perfect ten at the Olympic Games of 1976?,,Nadia Comăneci.,-6.178792148417246,,True,1,0.008416478413654619
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12076,Who is the current Wimbledon Ladies Singles champion?,,I don't have real-time information.,-4.727731712829639,,False,4,0.006514214409722222
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12157,In which book of the Bible would you find the death of Moses?,,Deuteronomy.,-5.189901183499663,,True,3,0.005181059966216216
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12228,Matt Busby played for Manchester City from 1928 to 1936. Which club did he play for from 1936 to 1941?,,Huddersfield Town.,-2.8823220687497777,,False,8,0.0064248046875
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12235,In which US state was singer Bruno Mars born?,,Hawaii.,-6.188134319958644,,True,1,0.004083371629901961
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12424,"Albacore, bigeye and longtail are species of what type of fish?",,Tuna.,-6.177371768396062,,True,1,0.006323784722222222
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12477,"""Who plays the girlfriend, then wife of Michael Corleone in the 1972 film """"The Godfather""""?""",,Talia Shire.,-3.659462027503453,,False,6,0.007643229166666667
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12514,Which metal is added to steel to produce stainless steel?,,Chromium.,-5.684000097527218,,True,2,0.00460738805465368
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_12622,Which musical features the nurse Nellie Forbush?,,South Pacific.,-5.647370430233661,,True,2,0.005529333043981482
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13000,Which French composer wrote the symphonic poem 'The Sorcerer's Apprentice'?,,Paul Dukas.,-5.688452322663396,,True,2,0.007068128626054852
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13114,What did Charles D. Barrow of Pennsylvania devise in 1934 and then sell to the Parker Bros. organisation?,,The Monopoly board game.,-5.779603846972222,,True,2,0.006417356004901961
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13137,"""Which work of literature starts with the lines: """"The past is a foreign country: they do things differently there""""?""",,"""Two Years Before the Mast"" by Richard Henry Dana.",-2.0192795484654704,,False,9,0.009109957510964913
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13139,What is a vent in the Earth's crust that spouts a fountain of boiling water called?,,A geysser.,-4.042378491401027,,False,5,0.006480047954776423
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13206,The Tivoli Gardens are a tourist attraction in which city?,,"Copenhagen, Denmark.",-5.614052992893077,,True,2,0.005099083190639269
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13299,"In 1941, Iran was invaded by Britain and which other country?",,Soviet Union.,-5.7266749320972306,,False,2,0.004878038194444444
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_13823,'London Is The Place For Me' which was sung by Lord Kitchener as he disembarked from the 'MV Empire Windrush' in 1951 is what type of song?,,A calypso song.,-3.141016520314563,,True,7,0.0089345703125
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_14204,Which island of just over 30 square miles lies between North Uist and South Uist?,,Benbecula.,-5.196011597112142,,True,3,0.007881014384920636
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_1436,"In 1942, which town was destroyed by Nazis in reprisal for the assassination of Reinhard Heydrick?",,Leningrad.,-3.5365406901825254,,False,6,0.008105830439814814
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_14480,"Kit Kat is manufactured throughout the world by Nestle except in the USA, which company makes it under license there?",,Hershey's manufactures Kit Kat in the United States.,-3.9943831034636816,,True,6,0.008220690233085809
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_14555,What colour is the live wire in an electric plug?,,The live wire in an electric plug is typically brown.,-1.544480887551755,,True,11,0.007773571735395189
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_14908,Geoff Keegan was leader at which youth club on TV throughout the 1990s?,,Noel's House Party.,-1.4402300692625412,,False,10,0.006855172821969697
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_15015,Which French chemist produced the first vaccine against Anthrax?,,Emile von Behring.,-3.9549548453103256,,False,6,0.00653028612012987
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_1791,Which saint was known as “The Apostle of the Indies”?,,Saint Francis Xavier.,-3.071949810132532,,True,7,0.00519294912956621
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_2086,"Which unit of weight, equal to one gram per 9,000 metres, is used to measure the fineness of nylon?",,The unit of weight is denier.,1.640409824158192,,True,17,0.009315272739955357
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_2243,Araucaria araucana is the national tree of Chile. Although it is not a true pine it became known as the 'Chile Pine'. What is its current common English name?,,The Chile Pine.,-4.53217431940253,,False,4,0.009060995233883647
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_2838,Which metal is created by the 'Bessemer Process'?,,Steel.,-6.179683566327026,,True,1,0.004241206219806763
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_2882,Which British playwright wrote the screenplay for the 1998 film 'Shakespeare In Love'?,,Marc Norman and Tom Stoppard.,-6.181807778245362,,True,1,0.007209683641975309
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_3174,"The 1999 film, 'The Green Mile' was directed by whom?",,Frank Darabont.,-6.170726393338056,,True,1,0.006244860197368421
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_3814,In which race did Zola Budd and Mary Decker famously collide at the 1984 Olympics?,,The 3000 meters.,-2.222341071711011,,True,12,0.008386838481800767
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_3849,What breed of dog is Marmaduke in the newspaper cartoon strip of that name?,,Marmaduke is an Great Dane.,-4.407001915837569,,True,5,0.006995323615345528
fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc_qa820_nNone_k20_ds42_gs42_fc05_995,fc,qa820,,20,42,42,True,0.5,99.5,odql_4141,"In Greek mythology, who was the mother of Perseus visited by Zeus disguised as a shower of gold?",,Alcmene.,-5.560724799897971,,False,2,0.0077634709362139915
